#rbin[i] Nr[i] lbin[i] Nl[i]
 0.000000 0.000000 0.000000 0.000041 
 0.000030 0.000000 0.000030 0.000094 
 0.000060 0.000000 0.000060 0.000157 
 0.000090 0.000000 0.000090 0.000225 
 0.000120 0.000000 0.000120 0.000277 
 0.000150 0.000000 0.000150 0.000321 
 0.000180 0.000001 0.000180 0.000424 
 0.000210 0.000000 0.000210 0.000437 
 0.000240 0.000000 0.000240 0.000494 
 0.000270 0.000000 0.000270 0.000600 
 0.000300 0.000000 0.000300 0.000624 
 0.000330 0.000000 0.000330 0.000648 
 0.000360 0.000000 0.000360 0.000703 
 0.000390 0.000000 0.000390 0.000671 
 0.000420 0.000000 0.000420 0.000750 
 0.000450 0.000000 0.000450 0.000768 
 0.000480 0.000000 0.000480 0.000789 
 0.000510 0.000000 0.000510 0.000812 
 0.000540 0.000000 0.000540 0.000824 
 0.000570 0.000000 0.000570 0.000823 
 0.000600 0.000000 0.000600 0.000864 
 0.000630 0.000000 0.000630 0.000878 
 0.000660 0.000000 0.000660 0.000897 
 0.000690 0.000000 0.000690 0.000870 
 0.000720 0.000000 0.000720 0.000831 
 0.000750 0.000000 0.000750 0.000882 
 0.000780 0.000000 0.000780 0.000832 
 0.000810 0.000000 0.000810 0.000828 
 0.000840 0.000000 0.000840 0.000841 
 0.000870 0.000000 0.000870 0.000778 
 0.000900 0.000000 0.000900 0.000779 
 0.000930 0.000000 0.000930 0.000783 
 0.000960 0.000000 0.000960 0.000770 
 0.000990 0.000000 0.000990 0.000751 
 0.001020 0.000000 0.001020 0.000759 
 0.001050 0.000000 0.001050 0.000757 
 0.001080 0.000000 0.001080 0.000707 
 0.001110 0.000000 0.001110 0.000723 
 0.001140 0.000000 0.001140 0.000756 
 0.001170 0.000000 0.001170 0.000816 
 0.001200 0.000000 0.001200 0.000726 
 0.001230 0.000000 0.001230 0.000732 
 0.001260 0.000000 0.001260 0.000746 
 0.001290 0.000001 0.001290 0.000802 
 0.001320 0.000000 0.001320 0.000823 
 0.001350 0.000000 0.001350 0.000789 
 0.001380 0.000000 0.001380 0.000818 
 0.001410 0.000000 0.001410 0.000808 
 0.001440 0.000000 0.001440 0.000785 
 0.001470 0.000000 0.001470 0.000789 
 0.001500 0.000001 0.001500 0.000783 
 0.001530 0.000000 0.001530 0.000795 
 0.001560 0.000000 0.001560 0.000802 
 0.001590 0.000000 0.001590 0.000832 
 0.001620 0.000001 0.001620 0.000795 
 0.001650 0.000000 0.001650 0.000842 
 0.001680 0.000000 0.001680 0.000849 
 0.001710 0.000000 0.001710 0.000815 
 0.001740 0.000002 0.001740 0.000767 
 0.001770 0.000000 0.001770 0.000845 
 0.001800 0.000000 0.001800 0.000880 
 0.001830 0.000001 0.001830 0.000944 
 0.001860 0.000001 0.001860 0.000846 
 0.001890 0.000000 0.001890 0.000846 
 0.001920 0.000000 0.001920 0.000848 
 0.001950 0.000000 0.001950 0.000882 
 0.001980 0.000000 0.001980 0.000834 
 0.002010 0.000001 0.002010 0.000787 
 0.002040 0.000001 0.002040 0.000855 
 0.002070 0.000000 0.002070 0.000900 
 0.002100 0.000001 0.002100 0.000869 
 0.002130 0.000002 0.002130 0.000892 
 0.002160 0.000000 0.002160 0.000822 
 0.002190 0.000000 0.002190 0.000857 
 0.002220 0.000000 0.002220 0.000832 
 0.002250 0.000002 0.002250 0.000873 
 0.002280 0.000001 0.002280 0.000870 
 0.002310 0.000001 0.002310 0.000849 
 0.002340 0.000000 0.002340 0.000860 
 0.002370 0.000000 0.002370 0.000816 
 0.002400 0.000000 0.002400 0.000897 
 0.002430 0.000002 0.002430 0.000882 
 0.002460 0.000000 0.002460 0.000860 
 0.002490 0.000002 0.002490 0.000913 
 0.002520 0.000001 0.002520 0.000909 
 0.002550 0.000002 0.002550 0.000966 
 0.002580 0.000002 0.002580 0.000885 
 0.002610 0.000002 0.002610 0.000915 
 0.002640 0.000003 0.002640 0.000958 
 0.002670 0.000003 0.002670 0.000944 
 0.002700 0.000003 0.002700 0.000955 
 0.002730 0.000001 0.002730 0.000929 
 0.002760 0.000003 0.002760 0.000954 
 0.002790 0.000002 0.002790 0.000951 
 0.002820 0.000004 0.002820 0.001038 
 0.002850 0.000005 0.002850 0.000971 
 0.002880 0.000000 0.002880 0.000973 
 0.002910 0.000006 0.002910 0.000967 
 0.002940 0.000005 0.002940 0.001009 
 0.002970 0.000004 0.002970 0.001009 
 0.003000 0.000001 0.003000 0.001040 
 0.003030 0.000007 0.003030 0.000941 
 0.003060 0.000008 0.003060 0.000996 
 0.003090 0.000003 0.003090 0.000961 
 0.003120 0.000005 0.003120 0.001037 
 0.003150 0.000005 0.003150 0.001073 
 0.003180 0.000002 0.003180 0.001062 
 0.003210 0.000007 0.003210 0.001084 
 0.003240 0.000008 0.003240 0.001059 
 0.003270 0.000005 0.003270 0.001047 
 0.003300 0.000006 0.003300 0.001052 
 0.003330 0.000006 0.003330 0.001027 
 0.003360 0.000010 0.003360 0.001012 
 0.003390 0.000012 0.003390 0.001044 
 0.003420 0.000007 0.003420 0.001060 
 0.003450 0.000013 0.003450 0.001096 
 0.003480 0.000015 0.003480 0.001003 
 0.003510 0.000014 0.003510 0.000981 
 0.003540 0.000012 0.003540 0.001048 
 0.003570 0.000008 0.003570 0.001008 
 0.003600 0.000014 0.003600 0.000957 
 0.003630 0.000022 0.003630 0.001007 
 0.003660 0.000018 0.003660 0.001052 
 0.003690 0.000014 0.003690 0.001011 
 0.003720 0.000019 0.003720 0.001034 
 0.003750 0.000008 0.003750 0.001000 
 0.003780 0.000017 0.003780 0.001019 
 0.003810 0.000016 0.003810 0.001058 
