#rbin[i] Nr[i] lbin[i] Nl[i]
 0.030001 0.000167 0.000173 0.000008 
 0.030071 0.000188 0.000277 0.000004 
 0.030141 0.000205 0.000381 0.000011 
 0.030211 0.000213 0.000485 0.000015 
 0.030281 0.000219 0.000589 0.000015 
 0.030351 0.000188 0.000693 0.000016 
 0.030421 0.000213 0.000796 0.000013 
 0.030491 0.000208 0.000900 0.000025 
 0.030561 0.000219 0.001004 0.000012 
 0.030631 0.000191 0.001108 0.000027 
 0.030701 0.000207 0.001212 0.000032 
 0.030771 0.000176 0.001316 0.000029 
 0.030841 0.000203 0.001420 0.000031 
 0.030911 0.000212 0.001523 0.000039 
 0.030981 0.000192 0.001627 0.000044 
 0.031051 0.000196 0.001731 0.000033 
 0.031121 0.000224 0.001835 0.000029 
 0.031191 0.000219 0.001939 0.000048 
 0.031261 0.000203 0.002043 0.000043 
 0.031331 0.000225 0.002146 0.000057 
 0.031401 0.000228 0.002250 0.000037 
 0.031471 0.000196 0.002354 0.000048 
 0.031541 0.000204 0.002458 0.000056 
 0.031611 0.000203 0.002562 0.000063 
 0.031681 0.000215 0.002666 0.000060 
 0.031751 0.000235 0.002770 0.000069 
 0.031821 0.000248 0.002873 0.000060 
 0.031891 0.000244 0.002977 0.000077 
 0.031961 0.000245 0.003081 0.000073 
 0.032031 0.000167 0.003185 0.000067 
 0.032101 0.000203 0.003289 0.000069 
 0.032171 0.000231 0.003393 0.000053 
 0.032241 0.000220 0.003497 0.000071 
 0.032311 0.000215 0.003600 0.000069 
 0.032381 0.000220 0.003704 0.000085 
 0.032451 0.000243 0.003808 0.000081 
 0.032521 0.000220 0.003912 0.000079 
 0.032591 0.000229 0.004016 0.000096 
 0.032661 0.000240 0.004120 0.000083 
 0.032731 0.000231 0.004224 0.000117 
 0.032801 0.000245 0.004327 0.000096 
 0.032871 0.000257 0.004431 0.000081 
 0.032941 0.000221 0.004535 0.000099 
 0.033011 0.000264 0.004639 0.000119 
 0.033081 0.000224 0.004743 0.000105 
 0.033151 0.000260 0.004847 0.000120 
 0.033221 0.000233 0.004950 0.000101 
 0.033291 0.000225 0.005054 0.000108 
 0.033361 0.000224 0.005158 0.000104 
 0.033431 0.000231 0.005262 0.000104 
 0.033501 0.000241 0.005366 0.000117 
 0.033571 0.000231 0.005470 0.000119 
 0.033641 0.000240 0.005574 0.000111 
 0.033711 0.000271 0.005677 0.000116 
 0.033781 0.000235 0.005781 0.000139 
 0.033851 0.000263 0.005885 0.000136 
 0.033921 0.000223 0.005989 0.000124 
 0.033991 0.000265 0.006093 0.000121 
 0.034061 0.000253 0.006197 0.000135 
 0.034131 0.000240 0.006301 0.000157 
 0.034201 0.000243 0.006404 0.000145 
 0.034271 0.000269 0.006508 0.000153 
 0.034341 0.000261 0.006612 0.000141 
 0.034411 0.000259 0.006716 0.000141 
 0.034481 0.000243 0.006820 0.000147 
 0.034551 0.000253 0.006924 0.000160 
 0.034621 0.000272 0.007028 0.000132 
 0.034691 0.000283 0.007131 0.000143 
 0.034761 0.000276 0.007235 0.000149 
 0.034831 0.000255 0.007339 0.000181 
 0.034901 0.000261 0.007443 0.000160 
 0.034971 0.000263 0.007547 0.000161 
 0.035041 0.000247 0.007651 0.000187 
 0.035111 0.000273 0.007754 0.000156 
 0.035181 0.000241 0.007858 0.000171 
 0.035251 0.000269 0.007962 0.000179 
 0.035321 0.000263 0.008066 0.000175 
 0.035391 0.000256 0.008170 0.000183 
 0.035461 0.000297 0.008274 0.000173 
 0.035531 0.000284 0.008378 0.000191 
 0.035601 0.000292 0.008481 0.000189 
 0.035671 0.000285 0.008585 0.000175 
 0.035741 0.000264 0.008689 0.000187 
 0.035811 0.000263 0.008793 0.000181 
 0.035881 0.000281 0.008897 0.000173 
 0.035951 0.000275 0.009001 0.000197 
 0.036021 0.000291 0.009105 0.000223 
 0.036091 0.000287 0.009208 0.000244 
 0.036161 0.000275 0.009312 0.000191 
 0.036231 0.000292 0.009416 0.000212 
 0.036301 0.000264 0.009520 0.000189 
 0.036371 0.000276 0.009624 0.000209 
 0.036441 0.000296 0.009728 0.000204 
 0.036511 0.000304 0.009832 0.000247 
 0.036581 0.000280 0.009935 0.000197 
 0.036651 0.000283 0.010039 0.000199 
 0.036721 0.000281 0.010143 0.000211 
 0.036791 0.000300 0.010247 0.000223 
 0.036861 0.000315 0.010351 0.000243 
 0.036931 0.000305 0.010455 0.000215 
