#rbin[i] Nr[i] lbin[i] Nl[i]
 0.030010 0.000220 0.000316 0.000020 
 0.030080 0.000240 0.000419 0.000000 
 0.030150 0.000170 0.000522 0.000000 
 0.030220 0.000230 0.000625 0.000040 
 0.030290 0.000250 0.000727 0.000010 
 0.030360 0.000170 0.000830 0.000050 
 0.030430 0.000210 0.000933 0.000010 
 0.030500 0.000190 0.001036 0.000040 
 0.030570 0.000170 0.001139 0.000040 
 0.030640 0.000250 0.001241 0.000050 
 0.030710 0.000210 0.001344 0.000020 
 0.030780 0.000220 0.001447 0.000010 
 0.030850 0.000190 0.001550 0.000030 
 0.030920 0.000250 0.001652 0.000040 
 0.030990 0.000220 0.001755 0.000000 
 0.031060 0.000210 0.001858 0.000020 
 0.031130 0.000220 0.001961 0.000020 
 0.031200 0.000230 0.002064 0.000050 
 0.031270 0.000230 0.002166 0.000030 
 0.031340 0.000160 0.002269 0.000040 
 0.031410 0.000190 0.002372 0.000040 
 0.031480 0.000180 0.002475 0.000070 
 0.031550 0.000210 0.002577 0.000060 
 0.031620 0.000210 0.002680 0.000070 
 0.031690 0.000220 0.002783 0.000040 
 0.031760 0.000260 0.002886 0.000110 
 0.031830 0.000180 0.002989 0.000060 
 0.031899 0.000180 0.003091 0.000100 
 0.031969 0.000240 0.003194 0.000050 
 0.032039 0.000190 0.003297 0.000070 
 0.032109 0.000320 0.003400 0.000090 
 0.032179 0.000200 0.003502 0.000040 
 0.032249 0.000290 0.003605 0.000060 
 0.032319 0.000280 0.003708 0.000100 
 0.032389 0.000210 0.003811 0.000160 
 0.032459 0.000210 0.003914 0.000060 
 0.032529 0.000180 0.004016 0.000050 
 0.032599 0.000150 0.004119 0.000080 
 0.032669 0.000240 0.004222 0.000050 
 0.032739 0.000160 0.004325 0.000180 
 0.032809 0.000260 0.004427 0.000070 
 0.032879 0.000240 0.004530 0.000050 
 0.032949 0.000210 0.004633 0.000090 
 0.033019 0.000260 0.004736 0.000090 
 0.033089 0.000200 0.004839 0.000120 
 0.033159 0.000300 0.004941 0.000090 
 0.033229 0.000220 0.005044 0.000130 
 0.033299 0.000260 0.005147 0.000130 
 0.033369 0.000170 0.005250 0.000070 
 0.033439 0.000420 0.005352 0.000160 
 0.033509 0.000180 0.005455 0.000140 
 0.033579 0.000260 0.005558 0.000170 
 0.033649 0.000260 0.005661 0.000150 
 0.033719 0.000190 0.005764 0.000140 
 0.033789 0.000200 0.005866 0.000120 
 0.033859 0.000260 0.005969 0.000080 
 0.033929 0.000300 0.006072 0.000060 
 0.033999 0.000290 0.006175 0.000090 
 0.034069 0.000230 0.006277 0.000100 
 0.034139 0.000260 0.006380 0.000160 
 0.034209 0.000250 0.006483 0.000130 
 0.034279 0.000230 0.006586 0.000170 
 0.034349 0.000210 0.006689 0.000120 
 0.034419 0.000260 0.006791 0.000200 
 0.034489 0.000190 0.006894 0.000150 
 0.034559 0.000340 0.006997 0.000110 
 0.034629 0.000230 0.007100 0.000150 
 0.034699 0.000270 0.007202 0.000250 
 0.034769 0.000330 0.007305 0.000210 
 0.034839 0.000330 0.007408 0.000180 
 0.034909 0.000260 0.007511 0.000100 
 0.034979 0.000290 0.007614 0.000160 
 0.035049 0.000250 0.007716 0.000170 
 0.035119 0.000260 0.007819 0.000200 
 0.035189 0.000240 0.007922 0.000180 
 0.035259 0.000240 0.008025 0.000100 
 0.035329 0.000310 0.008128 0.000160 
 0.035399 0.000260 0.008230 0.000140 
 0.035469 0.000260 0.008333 0.000140 
 0.035539 0.000250 0.008436 0.000220 
 0.035609 0.000300 0.008539 0.000180 
 0.035679 0.000300 0.008641 0.000270 
 0.035749 0.000230 0.008744 0.000180 
 0.035819 0.000220 0.008847 0.000200 
 0.035889 0.000200 0.008950 0.000260 
 0.035959 0.000310 0.009053 0.000190 
 0.036029 0.000340 0.009155 0.000130 
 0.036099 0.000190 0.009258 0.000200 
 0.036169 0.000220 0.009361 0.000240 
 0.036239 0.000330 0.009464 0.000160 
 0.036309 0.000240 0.009566 0.000170 
 0.036379 0.000330 0.009669 0.000210 
 0.036449 0.000240 0.009772 0.000190 
 0.036519 0.000340 0.009875 0.000250 
 0.036589 0.000430 0.009978 0.000270 
 0.036659 0.000260 0.010080 0.000170 
 0.036729 0.000300 0.010183 0.000250 
 0.036799 0.000290 0.010286 0.000180 
 0.036869 0.000410 0.010389 0.000270 
 0.036939 0.000290 0.010491 0.000230 
 0.037009 0.000330 0.010594 0.000310 
 0.037079 0.000300 0.010697 0.000140 
 0.037149 0.000250 0.010800 0.000360 
 0.037219 0.000390 0.010903 0.000160 
 0.037289 0.000270 0.011005 0.000220 
 0.037359 0.000200 0.011108 0.000220 
 0.037429 0.000210 0.011211 0.000290 
 0.037499 0.000300 0.011314 0.000260 
 0.037569 0.000320 0.011416 0.000220 
 0.037639 0.000320 0.011519 0.000190 
 0.037709 0.000230 0.011622 0.000260 
 0.037779 0.000280 0.011725 0.000270 
 0.037849 0.000310 0.011828 0.000150 
 0.037919 0.000250 0.011930 0.000360 
 0.037989 0.000320 0.012033 0.000270 
 0.038059 0.000410 0.012136 0.000290 
 0.038129 0.000280 0.012239 0.000190 
 0.038199 0.000430 0.012341 0.000330 
 0.038269 0.000380 0.012444 0.000290 
 0.038339 0.000400 0.012547 0.000330 
 0.038409 0.000320 0.012650 0.000250 
 0.038478 0.000310 0.012753 0.000200 
 0.038548 0.000270 0.012855 0.000310 
 0.038618 0.000310 0.012958 0.000330 
 0.038688 0.000300 0.013061 0.000210 
 0.038758 0.000240 0.013164 0.000350 
 0.038828 0.000250 0.013266 0.000330 
 0.038898 0.000330 0.013369 0.000270 
 0.038968 0.000420 0.013472 0.000240 
 0.039038 0.000270 0.013575 0.000240 
 0.039108 0.000380 0.013678 0.000310 
 0.039178 0.000370 0.013780 0.000300 
 0.039248 0.000430 0.013883 0.000410 
 0.039318 0.000290 0.013986 0.000390 
 0.039388 0.000260 0.014089 0.000170 
 0.039458 0.000390 0.014191 0.000350 
 0.039528 0.000320 0.014294 0.000460 
 0.039598 0.000360 0.014397 0.000240 
 0.039668 0.000340 0.014500 0.000300 
 0.039738 0.000330 0.014603 0.000270 
 0.039808 0.000360 0.014705 0.000330 
 0.039878 0.000270 0.014808 0.000310 
 0.039948 0.000380 0.014911 0.000280 
 0.040018 0.000370 0.015014 0.000310 
 0.040088 0.000290 0.015116 0.000440 
 0.040158 0.000390 0.015219 0.000330 
 0.040228 0.000400 0.015322 0.000320 
 0.040298 0.000310 0.015425 0.000410 
 0.040368 0.000320 0.015528 0.000410 
 0.040438 0.000320 0.015630 0.000280 
 0.040508 0.000370 0.015733 0.000330 
 0.040578 0.000260 0.015836 0.000300 
 0.040648 0.000290 0.015939 0.000330 
 0.040718 0.000450 0.016041 0.000270 
 0.040788 0.000360 0.016144 0.000460 
 0.040858 0.000260 0.016247 0.000380 
 0.040928 0.000540 0.016350 0.000400 
 0.040998 0.000290 0.016453 0.000260 
 0.041068 0.000370 0.016555 0.000380 
 0.041138 0.000370 0.016658 0.000440 
 0.041208 0.000440 0.016761 0.000380 
 0.041278 0.000320 0.016864 0.000490 
 0.041348 0.000450 0.016966 0.000290 
 0.041418 0.000400 0.017069 0.000380 
 0.041488 0.000420 0.017172 0.000330 
 0.041558 0.000340 0.017275 0.000470 
 0.041628 0.000310 0.017378 0.000350 
 0.041698 0.000300 0.017480 0.000420 
 0.041768 0.000390 0.017583 0.000330 
 0.041838 0.000410 0.017686 0.000420 
 0.041908 0.000330 0.017789 0.000440 
 0.041978 0.000400 0.017891 0.000450 
 0.042048 0.000370 0.017994 0.000410 
 0.042118 0.000390 0.018097 0.000370 
 0.042188 0.000440 0.018200 0.000370 
 0.042258 0.000490 0.018303 0.000460 
 0.042328 0.000370 0.018405 0.000300 
 0.042398 0.000430 0.018508 0.000430 
 0.042468 0.000420 0.018611 0.000350 
 0.042538 0.000350 0.018714 0.000520 
 0.042608 0.000270 0.018816 0.000430 
 0.042678 0.000490 0.018919 0.000420 
 0.042748 0.000380 0.019022 0.000580 
 0.042818 0.000400 0.019125 0.000470 
 0.042888 0.000410 0.019228 0.000450 
 0.042958 0.000380 0.019330 0.000300 
 0.043028 0.000380 0.019433 0.000420 
 0.043098 0.000480 0.019536 0.000390 
 0.043168 0.000370 0.019639 0.000430 
 0.043238 0.000330 0.019741 0.000570 
 0.043308 0.000350 0.019844 0.000550 
 0.043378 0.000410 0.019947 0.000440 
 0.043448 0.000380 0.020050 0.000410 
 0.043518 0.000420 0.020153 0.000460 
 0.043588 0.000440 0.020255 0.000540 
 0.043658 0.000360 0.020358 0.000480 
 0.043728 0.000360 0.020461 0.000420 
 0.043798 0.000500 0.020564 0.000460 
 0.043868 0.000360 0.020667 0.000460 
 0.043938 0.000410 0.020769 0.000440 
 0.044008 0.000430 0.020872 0.000470 
 0.044078 0.000490 0.020975 0.000460 
 0.044148 0.000460 0.021078 0.000560 
 0.044218 0.000270 0.021180 0.000530 
 0.044288 0.000390 0.021283 0.000460 
 0.044358 0.000400 0.021386 0.000450 
 0.044428 0.000460 0.021489 0.000430 
 0.044498 0.000370 0.021592 0.000510 
 0.044568 0.000500 0.021694 0.000510 
 0.044638 0.000560 0.021797 0.000520 
 0.044708 0.000500 0.021900 0.000570 
 0.044778 0.000460 0.022003 0.000650 
 0.044848 0.000460 0.022105 0.000550 
 0.044918 0.000440 0.022208 0.000520 
 0.044988 0.000520 0.022311 0.000460 
 0.045057 0.000330 0.022414 0.000660 
 0.045127 0.000500 0.022517 0.000500 
 0.045197 0.000510 0.022619 0.000440 
 0.045267 0.000380 0.022722 0.000520 
 0.045337 0.000430 0.022825 0.000550 
 0.045407 0.000410 0.022928 0.000570 
 0.045477 0.000380 0.023030 0.000430 
 0.045547 0.000480 0.023133 0.000530 
 0.045617 0.000400 0.023236 0.000440 
 0.045687 0.000500 0.023339 0.000680 
 0.045757 0.000410 0.023442 0.000530 
 0.045827 0.000510 0.023544 0.000530 
 0.045897 0.000400 0.023647 0.000720 
 0.045967 0.000430 0.023750 0.000720 
 0.046037 0.000410 0.023853 0.000590 
 0.046107 0.000550 0.023955 0.000610 
 0.046177 0.000450 0.024058 0.000540 
 0.046247 0.000520 0.024161 0.000590 
 0.046317 0.000500 0.024264 0.000670 
 0.046387 0.000480 0.024367 0.000510 
 0.046457 0.000490 0.024469 0.000570 
 0.046527 0.000280 0.024572 0.000540 
 0.046597 0.000380 0.024675 0.000530 
 0.046667 0.000430 0.024778 0.000600 
 0.046737 0.000370 0.024880 0.000660 
 0.046807 0.000520 0.024983 0.000630 
 0.046877 0.000550 0.025086 0.000550 
 0.046947 0.000530 0.025189 0.000510 
 0.047017 0.000520 0.025292 0.000660 
 0.047087 0.000510 0.025394 0.000700 
 0.047157 0.000560 0.025497 0.000610 
 0.047227 0.000470 0.025600 0.000700 
 0.047297 0.000520 0.025703 0.000610 
 0.047367 0.000510 0.025805 0.000600 
 0.047437 0.000500 0.025908 0.000650 
 0.047507 0.000510 0.026011 0.000630 
 0.047577 0.000400 0.026114 0.000510 
 0.047647 0.000480 0.026217 0.000690 
 0.047717 0.000320 0.026319 0.000780 
 0.047787 0.000510 0.026422 0.000680 
 0.047857 0.000450 0.026525 0.000520 
 0.047927 0.000580 0.026628 0.000710 
 0.047997 0.000530 0.026730 0.000720 
 0.048067 0.000390 0.026833 0.000710 
 0.048137 0.000430 0.026936 0.000670 
 0.048207 0.000470 0.027039 0.000740 
 0.048277 0.000620 0.027142 0.000870 
 0.048347 0.000580 0.027244 0.000680 
 0.048417 0.000340 0.027347 0.000840 
 0.048487 0.000600 0.027450 0.000620 
 0.048557 0.000560 0.027553 0.000720 
 0.048627 0.000580 0.027655 0.000580 
 0.048697 0.000350 0.027758 0.000670 
 0.048767 0.000460 0.027861 0.000600 
 0.048837 0.000580 0.027964 0.000750 
 0.048907 0.000510 0.028067 0.000750 
 0.048977 0.000560 0.028169 0.000690 
 0.049047 0.000540 0.028272 0.000820 
 0.049117 0.000600 0.028375 0.000790 
 0.049187 0.000530 0.028478 0.000600 
 0.049257 0.000680 0.028580 0.000780 
 0.049327 0.000620 0.028683 0.000670 
 0.049397 0.000530 0.028786 0.000800 
 0.049467 0.000480 0.028889 0.000720 
 0.049537 0.000460 0.028992 0.000830 
 0.049607 0.000490 0.029094 0.000870 
 0.049677 0.000550 0.029197 0.000830 
 0.049747 0.000560 0.029300 0.000930 
 0.049817 0.000470 0.029403 0.000730 
 0.049887 0.000560 0.029505 0.000740 
 0.049957 0.000540 0.029608 0.000940 
