#rbin[i] Nr[i] lbin[i] Nl[i]
 0.000000 0.000000 0.000000 0.000116 
 0.000030 0.000000 0.000030 0.000370 
 0.000060 0.000000 0.000060 0.000600 
 0.000090 0.000000 0.000090 0.000801 
 0.000120 0.000000 0.000120 0.001043 
 0.000150 0.000000 0.000150 0.001266 
 0.000180 0.000000 0.000180 0.001483 
 0.000210 0.000000 0.000210 0.001640 
 0.000240 0.000000 0.000240 0.001786 
 0.000270 0.000000 0.000270 0.001902 
 0.000300 0.000000 0.000300 0.002043 
 0.000330 0.000000 0.000330 0.002021 
 0.000360 0.000000 0.000360 0.002173 
 0.000390 0.000000 0.000390 0.002228 
 0.000420 0.000000 0.000420 0.002259 
 0.000450 0.000000 0.000450 0.002277 
 0.000480 0.000000 0.000480 0.002314 
 0.000510 0.000000 0.000510 0.002268 
 0.000540 0.000000 0.000540 0.002252 
 0.000570 0.000000 0.000570 0.002249 
 0.000600 0.000000 0.000600 0.002159 
 0.000630 0.000000 0.000630 0.002211 
 0.000660 0.000000 0.000660 0.002114 
 0.000690 0.000000 0.000690 0.002150 
 0.000720 0.000000 0.000720 0.002073 
 0.000750 0.000000 0.000750 0.002008 
 0.000780 0.000000 0.000780 0.002053 
 0.000810 0.000000 0.000810 0.001999 
 0.000840 0.000000 0.000840 0.001947 
 0.000870 0.000000 0.000870 0.001944 
 0.000900 0.000000 0.000900 0.001822 
 0.000930 0.000000 0.000930 0.001831 
 0.000960 0.000000 0.000960 0.001857 
 0.000990 0.000000 0.000990 0.001753 
 0.001020 0.000000 0.001020 0.001816 
 0.001050 0.000000 0.001050 0.001728 
 0.001080 0.000000 0.001080 0.001732 
 0.001110 0.000000 0.001110 0.001671 
 0.001140 0.000000 0.001140 0.001634 
 0.001170 0.000001 0.001170 0.001627 
 0.001200 0.000000 0.001200 0.001592 
 0.001230 0.000000 0.001230 0.001547 
 0.001260 0.000000 0.001260 0.001524 
 0.001290 0.000000 0.001290 0.001517 
 0.001320 0.000000 0.001320 0.001486 
 0.001350 0.000000 0.001350 0.001472 
 0.001380 0.000000 0.001380 0.001436 
 0.001410 0.000000 0.001410 0.001439 
 0.001440 0.000000 0.001440 0.001412 
 0.001470 0.000001 0.001470 0.001342 
 0.001500 0.000000 0.001500 0.001360 
 0.001530 0.000000 0.001530 0.001306 
 0.001560 0.000001 0.001560 0.001299 
 0.001590 0.000001 0.001590 0.001306 
 0.001620 0.000000 0.001620 0.001218 
 0.001650 0.000000 0.001650 0.001297 
 0.001680 0.000000 0.001680 0.001241 
 0.001710 0.000000 0.001710 0.001262 
 0.001740 0.000000 0.001740 0.001180 
 0.001770 0.000000 0.001770 0.001209 
 0.001800 0.000000 0.001800 0.001183 
 0.001830 0.000000 0.001830 0.001204 
 0.001860 0.000000 0.001860 0.001156 
 0.001890 0.000000 0.001890 0.001148 
 0.001920 0.000000 0.001920 0.001088 
 0.001950 0.000000 0.001950 0.001074 
 0.001980 0.000001 0.001980 0.001050 
 0.002010 0.000000 0.002010 0.001062 
 0.002040 0.000001 0.002040 0.001030 
 0.002070 0.000000 0.002070 0.001004 
 0.002100 0.000000 0.002100 0.001001 
