#rbin[i] Nr[i] lbin[i] Nl[i]
 0.001077 0.000010 0.000014 0.000050 
 0.001095 0.000000 0.000032 0.000090 
 0.001114 0.000000 0.000051 0.000120 
 0.001133 0.000000 0.000069 0.000110 
 0.001152 0.000000 0.000088 0.000240 
 0.001171 0.000000 0.000107 0.000200 
 0.001190 0.000000 0.000125 0.000230 
 0.001209 0.000000 0.000144 0.000311 
 0.001228 0.000000 0.000163 0.000300 
 0.001247 0.000000 0.000181 0.000391 
 0.001265 0.000000 0.000200 0.000441 
 0.001284 0.000000 0.000219 0.000391 
 0.001303 0.000000 0.000237 0.000351 
 0.001322 0.000000 0.000256 0.000591 
 0.001341 0.000000 0.000275 0.000411 
 0.001360 0.000000 0.000293 0.000471 
 0.001379 0.000000 0.000312 0.000591 
 0.001398 0.000000 0.000331 0.000621 
 0.001416 0.000010 0.000349 0.000531 
 0.001435 0.000000 0.000368 0.000581 
 0.001454 0.000000 0.000387 0.000571 
 0.001473 0.000000 0.000405 0.000571 
 0.001492 0.000000 0.000424 0.000531 
 0.001511 0.000000 0.000443 0.000721 
 0.001530 0.000000 0.000461 0.000551 
 0.001549 0.000000 0.000480 0.000841 
 0.001568 0.000010 0.000499 0.000641 
 0.001586 0.000000 0.000517 0.000801 
 0.001605 0.000000 0.000536 0.000811 
 0.001624 0.000000 0.000555 0.000721 
 0.001643 0.000000 0.000573 0.000711 
 0.001662 0.000000 0.000592 0.000701 
 0.001681 0.000000 0.000611 0.000711 
 0.001700 0.000010 0.000629 0.000751 
 0.001719 0.000000 0.000648 0.000912 
 0.001737 0.000000 0.000667 0.000791 
 0.001756 0.000000 0.000685 0.000851 
 0.001775 0.000010 0.000704 0.000861 
 0.001794 0.000000 0.000722 0.000791 
 0.001813 0.000000 0.000741 0.000982 
 0.001832 0.000000 0.000760 0.000841 
 0.001851 0.000000 0.000778 0.000721 
 0.001870 0.000000 0.000797 0.001062 
 0.001889 0.000000 0.000816 0.000791 
 0.001907 0.000000 0.000834 0.000912 
 0.001926 0.000000 0.000853 0.000912 
 0.001945 0.000000 0.000872 0.001042 
 0.001964 0.000000 0.000890 0.000731 
 0.001983 0.000000 0.000909 0.000932 
 0.002002 0.000000 0.000928 0.000922 
 0.002021 0.000010 0.000946 0.000801 
 0.002040 0.000000 0.000965 0.000962 
 0.002059 0.000010 0.000984 0.000851 
 0.002077 0.000000 0.001002 0.000861 
 0.002096 0.000000 0.001021 0.001042 
 0.002115 0.000000 0.001040 0.000741 
 0.002134 0.000020 0.001058 0.001022 
 0.002153 0.000020 0.001077 0.000841 
 0.002172 0.000000 0.001096 0.000881 
 0.002191 0.000020 0.001114 0.000821 
 0.002210 0.000010 0.001133 0.000952 
 0.002228 0.000050 0.001152 0.000972 
 0.002247 0.000010 0.001170 0.001042 
 0.002266 0.000050 0.001189 0.000711 
 0.002285 0.000010 0.001208 0.000831 
 0.002304 0.000080 0.001226 0.000801 
 0.002323 0.000030 0.001245 0.000791 
 0.002342 0.000040 0.001264 0.000851 
 0.002361 0.000040 0.001282 0.000871 
 0.002380 0.000030 0.001301 0.000962 
 0.002398 0.000030 0.001320 0.000781 
 0.002417 0.000030 0.001338 0.000771 
 0.002436 0.000070 0.001357 0.000881 
 0.002455 0.000040 0.001376 0.000881 
 0.002474 0.000070 0.001394 0.000881 
 0.002493 0.000020 0.001413 0.000761 
 0.002512 0.000020 0.001431 0.000701 
 0.002531 0.000040 0.001450 0.000801 
 0.002550 0.000030 0.001469 0.000881 
 0.002568 0.000050 0.001487 0.000781 
 0.002587 0.000010 0.001506 0.000952 
 0.002606 0.000020 0.001525 0.001002 
 0.002625 0.000040 0.001543 0.000861 
 0.002644 0.000030 0.001562 0.000771 
 0.002663 0.000010 0.001581 0.000661 
 0.002682 0.000020 0.001599 0.000932 
 0.002701 0.000030 0.001618 0.000901 
 0.002719 0.000040 0.001637 0.000821 
 0.002738 0.000060 0.001655 0.000681 
 0.002757 0.000080 0.001674 0.000771 
 0.002776 0.000140 0.001693 0.000881 
 0.002795 0.000100 0.001711 0.000922 
 0.002814 0.000040 0.001730 0.000741 
 0.002833 0.000130 0.001749 0.000851 
 0.002852 0.000130 0.001767 0.000721 
 0.002871 0.000080 0.001786 0.000801 
 0.002889 0.000070 0.001805 0.000781 
 0.002908 0.000100 0.001823 0.000871 
 0.002927 0.000020 0.001842 0.000771 
 0.002946 0.000090 0.001861 0.000891 
 0.002965 0.000040 0.001879 0.000691 
 0.002984 0.000040 0.001898 0.000731 
 0.003003 0.000080 0.001917 0.000871 
 0.003022 0.000060 0.001935 0.000761 
 0.003040 0.000020 0.001954 0.000831 
 0.003059 0.000030 0.001973 0.000721 
 0.003078 0.000060 0.001991 0.000821 
 0.003097 0.000080 0.002010 0.000701 
 0.003116 0.000060 0.002029 0.000751 
 0.003135 0.000090 0.002047 0.000761 
 0.003154 0.000090 0.002066 0.000761 
 0.003173 0.000040 0.002084 0.000821 
 0.003192 0.000090 0.002103 0.000841 
 0.003210 0.000090 0.002122 0.000901 
 0.003229 0.000090 0.002140 0.000711 
 0.003248 0.000060 0.002159 0.000691 
 0.003267 0.000090 0.002178 0.000691 
 0.003286 0.000020 0.002196 0.000871 
 0.003305 0.000040 0.002215 0.000791 
 0.003324 0.000010 0.002234 0.000591 
 0.003343 0.000020 0.002252 0.000641 
 0.003362 0.000040 0.002271 0.000841 
 0.003380 0.000030 0.002290 0.000721 
 0.003399 0.000040 0.002308 0.000821 
 0.003418 0.000010 0.002327 0.000831 
 0.003437 0.000050 0.002346 0.000851 
 0.003456 0.000020 0.002364 0.000661 
 0.003475 0.000020 0.002383 0.000781 
 0.003494 0.000050 0.002402 0.000651 
 0.003513 0.000030 0.002420 0.000651 
 0.003531 0.000040 0.002439 0.000801 
 0.003550 0.000110 0.002458 0.000982 
 0.003569 0.000110 0.002476 0.000861 
 0.003588 0.000080 0.002495 0.000701 
 0.003607 0.000070 0.002514 0.000621 
 0.003626 0.000080 0.002532 0.000801 
 0.003645 0.000050 0.002551 0.000701 
 0.003664 0.000050 0.002570 0.000781 
 0.003683 0.000030 0.002588 0.000771 
 0.003701 0.000050 0.002607 0.000671 
 0.003720 0.000020 0.002626 0.000811 
 0.003739 0.000040 0.002644 0.000891 
 0.003758 0.000030 0.002663 0.000651 
 0.003777 0.000010 0.002682 0.000711 
 0.003796 0.000020 0.002700 0.000801 
 0.003815 0.000080 0.002719 0.000801 
 0.003834 0.000030 0.002738 0.000891 
 0.003853 0.000070 0.002756 0.000841 
 0.003871 0.000020 0.002775 0.000731 
