#Accretion angular momentum 
#as function of Black Hole Mass
#rc_a and rc_b are bracketing the circularization radius,
#at which gas with initial angular momentum l_acc
#circularizes, which thus is the accretion radius
#
#l_acc, mbh, log(l_acc), log(mbh), rc_a, rc_b
0.006500 0.042300 -2.187087 -1.373658 0.001030 0.000999
0.006500 0.042400 -2.187087 -1.372633 0.001027 0.000996
0.006500 0.042500 -2.187087 -1.371610 0.001025 0.000994
0.006500 0.042600 -2.187087 -1.370589 0.001022 0.000992
0.006500 0.042700 -2.187087 -1.369571 0.001020 0.000989
0.006500 0.042800 -2.187087 -1.368555 0.001018 0.000987
0.006500 0.042900 -2.187087 -1.367541 0.001015 0.000985
0.006500 0.043000 -2.187087 -1.366530 0.001013 0.000982
0.006500 0.043100 -2.187087 -1.365521 0.001011 0.000980
0.006500 0.043200 -2.187087 -1.364515 0.001008 0.000978
0.006500 0.043300 -2.187087 -1.363511 0.001006 0.000976
0.006500 0.043400 -2.187087 -1.362509 0.001004 0.000973
0.006500 0.043500 -2.187087 -1.361509 0.001001 0.000971
0.006600 0.043600 -2.180456 -1.360512 0.001030 0.000999
0.006600 0.043700 -2.180456 -1.359517 0.001027 0.000997
0.006600 0.043800 -2.180456 -1.358524 0.001025 0.000994
0.006600 0.043900 -2.180456 -1.357534 0.001022 0.000992
0.006600 0.044000 -2.180456 -1.356546 0.001020 0.000990
0.006600 0.044100 -2.180456 -1.355560 0.001018 0.000988
0.006600 0.044200 -2.180456 -1.354576 0.001016 0.000985
0.006600 0.044300 -2.180456 -1.353595 0.001013 0.000983
0.006600 0.044400 -2.180456 -1.352615 0.001011 0.000981
0.006600 0.044500 -2.180456 -1.351638 0.001009 0.000979
0.006600 0.044600 -2.180456 -1.350663 0.001006 0.000977
0.006600 0.044700 -2.180456 -1.349691 0.001004 0.000974
0.006600 0.044800 -2.180456 -1.348720 0.001002 0.000972
0.006700 0.044900 -2.173925 -1.347752 0.001030 0.001000
0.006700 0.045000 -2.173925 -1.346786 0.001027 0.000997
0.006700 0.045100 -2.173925 -1.345822 0.001025 0.000995
0.006700 0.045200 -2.173925 -1.344860 0.001023 0.000993
0.006700 0.045300 -2.173925 -1.343900 0.001021 0.000991
0.006700 0.045400 -2.173925 -1.342942 0.001018 0.000989
0.006700 0.045500 -2.173925 -1.341987 0.001016 0.000987
0.006700 0.045600 -2.173925 -1.341033 0.001014 0.000984
0.006700 0.045700 -2.173925 -1.340082 0.001012 0.000982
0.006700 0.045800 -2.173925 -1.339133 0.001010 0.000980
0.006700 0.045900 -2.173925 -1.338185 0.001007 0.000978
0.006700 0.046000 -2.173925 -1.337240 0.001005 0.000976
0.006700 0.046100 -2.173925 -1.336297 0.001003 0.000974
0.006700 0.046200 -2.173925 -1.335356 0.001001 0.000972
0.006800 0.046300 -2.167491 -1.334417 0.001028 0.000999
0.006800 0.046400 -2.167491 -1.333480 0.001026 0.000996
0.006800 0.046500 -2.167491 -1.332545 0.001024 0.000994
0.006800 0.046600 -2.167491 -1.331612 0.001022 0.000992
0.006800 0.046700 -2.167491 -1.330681 0.001019 0.000990
0.006800 0.046800 -2.167491 -1.329752 0.001017 0.000988
0.006800 0.046900 -2.167491 -1.328825 0.001015 0.000986
0.006800 0.047000 -2.167491 -1.327900 0.001013 0.000984
0.006800 0.047100 -2.167491 -1.326977 0.001011 0.000982
0.006800 0.047200 -2.167491 -1.326056 0.001009 0.000980
0.006800 0.047300 -2.167491 -1.325137 0.001006 0.000978
0.006800 0.047400 -2.167491 -1.324220 0.001004 0.000975
0.006800 0.047500 -2.167491 -1.323304 0.001002 0.000973
0.006800 0.047600 -2.167491 -1.322391 0.001000 0.000971
0.006900 0.047700 -2.161151 -1.321479 0.001027 0.000998
0.006900 0.047800 -2.161151 -1.320570 0.001025 0.000996
0.006900 0.047900 -2.161151 -1.319662 0.001023 0.000994
0.006900 0.048000 -2.161151 -1.318757 0.001021 0.000992
0.006900 0.048100 -2.161151 -1.317853 0.001019 0.000990
0.006900 0.048200 -2.161151 -1.316951 0.001017 0.000988
0.006900 0.048300 -2.161151 -1.316051 0.001014 0.000986
0.006900 0.048400 -2.161151 -1.315152 0.001012 0.000984
0.006900 0.048500 -2.161151 -1.314256 0.001010 0.000982
0.006900 0.048600 -2.161151 -1.313362 0.001008 0.000980
0.006900 0.048700 -2.161151 -1.312469 0.001006 0.000978
0.006900 0.048800 -2.161151 -1.311578 0.001004 0.000976
0.006900 0.048900 -2.161151 -1.310689 0.001002 0.000974
0.007000 0.049000 -2.154902 -1.309802 0.001029 0.001000
0.007000 0.049100 -2.154902 -1.308916 0.001027 0.000998
0.007000 0.049200 -2.154902 -1.308033 0.001025 0.000996
0.007000 0.049300 -2.154902 -1.307151 0.001022 0.000994
0.007000 0.049400 -2.154902 -1.306271 0.001020 0.000992
0.007000 0.049500 -2.154902 -1.305392 0.001018 0.000990
0.007000 0.049600 -2.154902 -1.304516 0.001016 0.000988
0.007000 0.049700 -2.154902 -1.303641 0.001014 0.000986
0.007000 0.049800 -2.154902 -1.302768 0.001012 0.000984
0.007000 0.049900 -2.154902 -1.301897 0.001010 0.000982
0.007000 0.050000 -2.154902 -1.301028 0.001008 0.000980
0.007000 0.050100 -2.154902 -1.300160 0.001006 0.000978
0.007000 0.050200 -2.154902 -1.299294 0.001004 0.000976
0.007000 0.050300 -2.154902 -1.298430 0.001002 0.000974
0.007000 0.050400 -2.154902 -1.297567 0.001000 0.000972
0.007100 0.050500 -2.148742 -1.296706 0.001026 0.000998
0.007100 0.050600 -2.148742 -1.295847 0.001024 0.000996
0.007100 0.050700 -2.148742 -1.294990 0.001022 0.000994
0.007100 0.050800 -2.148742 -1.294134 0.001020 0.000992
0.007100 0.050900 -2.148742 -1.293280 0.001018 0.000990
0.007100 0.051000 -2.148742 -1.292427 0.001016 0.000988
0.007100 0.051100 -2.148742 -1.291577 0.001014 0.000986
0.007100 0.051200 -2.148742 -1.290728 0.001012 0.000985
0.007100 0.051300 -2.148742 -1.289880 0.001010 0.000983
0.007100 0.051400 -2.148742 -1.289034 0.001009 0.000981
0.007100 0.051500 -2.148742 -1.288190 0.001007 0.000979
0.007100 0.051600 -2.148742 -1.287348 0.001005 0.000977
0.007100 0.051700 -2.148742 -1.286507 0.001003 0.000975
0.007100 0.051800 -2.148742 -1.285668 0.001001 0.000973
0.007200 0.051900 -2.142668 -1.284830 0.001027 0.000999
0.007200 0.052000 -2.142668 -1.283994 0.001025 0.000997
0.007200 0.052100 -2.142668 -1.283160 0.001023 0.000995
0.007200 0.052200 -2.142668 -1.282327 0.001021 0.000993
0.007200 0.052300 -2.142668 -1.281496 0.001019 0.000991
0.007200 0.052400 -2.142668 -1.280666 0.001017 0.000989
0.007200 0.052500 -2.142668 -1.279838 0.001015 0.000987
0.007200 0.052600 -2.142668 -1.279012 0.001013 0.000985
0.007200 0.052700 -2.142668 -1.278187 0.001011 0.000984
0.007200 0.052800 -2.142668 -1.277363 0.001009 0.000982
0.007200 0.052900 -2.142668 -1.276542 0.001007 0.000980
0.007200 0.053000 -2.142668 -1.275721 0.001005 0.000978
0.007200 0.053100 -2.142668 -1.274903 0.001004 0.000976
0.007200 0.053200 -2.142668 -1.274086 0.001002 0.000974
0.007300 0.053300 -2.136677 -1.273270 0.001027 0.001000
0.007300 0.053400 -2.136677 -1.272456 0.001025 0.000998
0.007300 0.053500 -2.136677 -1.271644 0.001023 0.000996
0.007300 0.053600 -2.136677 -1.270833 0.001022 0.000994
0.007300 0.053700 -2.136677 -1.270023 0.001020 0.000992
0.007300 0.053800 -2.136677 -1.269215 0.001018 0.000990
0.007300 0.053900 -2.136677 -1.268409 0.001016 0.000989
0.007300 0.054000 -2.136677 -1.267604 0.001014 0.000987
0.007300 0.054100 -2.136677 -1.266800 0.001012 0.000985
0.007300 0.054200 -2.136677 -1.265998 0.001010 0.000983
0.007300 0.054300 -2.136677 -1.265197 0.001008 0.000981
0.007300 0.054400 -2.136677 -1.264398 0.001007 0.000980
0.007300 0.054500 -2.136677 -1.263601 0.001005 0.000978
0.007300 0.054600 -2.136677 -1.262805 0.001003 0.000976
0.007300 0.054700 -2.136677 -1.262010 0.001001 0.000974
0.007400 0.054800 -2.130769 -1.261217 0.001026 0.000999
0.007400 0.054900 -2.130769 -1.260425 0.001025 0.000997
0.007400 0.055000 -2.130769 -1.259634 0.001023 0.000996
0.007400 0.055100 -2.130769 -1.258846 0.001021 0.000994
0.007400 0.055200 -2.130769 -1.258058 0.001019 0.000992
0.007400 0.055300 -2.130769 -1.257272 0.001017 0.000990
0.007400 0.055400 -2.130769 -1.256487 0.001015 0.000988
0.007400 0.055500 -2.130769 -1.255704 0.001013 0.000987
0.007400 0.055600 -2.130769 -1.254922 0.001012 0.000985
0.007400 0.055700 -2.130769 -1.254142 0.001010 0.000983
0.007400 0.055800 -2.130769 -1.253363 0.001008 0.000981
0.007400 0.055900 -2.130769 -1.252585 0.001006 0.000980
0.007400 0.056000 -2.130769 -1.251809 0.001004 0.000978
0.007400 0.056100 -2.130769 -1.251034 0.001003 0.000976
0.007400 0.056200 -2.130769 -1.250261 0.001001 0.000974
0.007500 0.056300 -2.124939 -1.249489 0.001026 0.000999
0.007500 0.056400 -2.124939 -1.248718 0.001024 0.000997
0.007500 0.056500 -2.124939 -1.247949 0.001022 0.000996
0.007500 0.056600 -2.124939 -1.247181 0.001020 0.000994
0.007500 0.056700 -2.124939 -1.246414 0.001019 0.000992
0.007500 0.056800 -2.124939 -1.245649 0.001017 0.000990
0.007500 0.056900 -2.124939 -1.244885 0.001015 0.000989
0.007500 0.057000 -2.124939 -1.244122 0.001013 0.000987
0.007500 0.057100 -2.124939 -1.243361 0.001012 0.000985
0.007500 0.057200 -2.124939 -1.242601 0.001010 0.000983
0.007500 0.057300 -2.124939 -1.241842 0.001008 0.000982
0.007500 0.057400 -2.124939 -1.241085 0.001006 0.000980
0.007500 0.057500 -2.124939 -1.240329 0.001004 0.000978
0.007500 0.057600 -2.124939 -1.239574 0.001003 0.000977
0.007500 0.057700 -2.124939 -1.238821 0.001001 0.000975
0.007600 0.057800 -2.119187 -1.238069 0.001026 0.000999
0.007600 0.057900 -2.119187 -1.237318 0.001024 0.000998
0.007600 0.058000 -2.119187 -1.236569 0.001022 0.000996
0.007600 0.058100 -2.119187 -1.235821 0.001020 0.000994
0.007600 0.058200 -2.119187 -1.235074 0.001019 0.000992
0.007600 0.058300 -2.119187 -1.234328 0.001017 0.000991
0.007600 0.058400 -2.119187 -1.233584 0.001015 0.000989
0.007600 0.058500 -2.119187 -1.232841 0.001013 0.000987
0.007600 0.058600 -2.119187 -1.232099 0.001012 0.000986
0.007600 0.058700 -2.119187 -1.231359 0.001010 0.000984
0.007600 0.058800 -2.119187 -1.230620 0.001008 0.000982
0.007600 0.058900 -2.119187 -1.229882 0.001007 0.000981
0.007600 0.059000 -2.119187 -1.229145 0.001005 0.000979
0.007600 0.059100 -2.119187 -1.228409 0.001003 0.000977
0.007600 0.059200 -2.119187 -1.227675 0.001001 0.000976
0.007700 0.059300 -2.113510 -1.226942 0.001026 0.001000
0.007700 0.059400 -2.113510 -1.226210 0.001024 0.000998
0.007700 0.059500 -2.113510 -1.225480 0.001022 0.000996
0.007700 0.059600 -2.113510 -1.224751 0.001021 0.000995
0.007700 0.059700 -2.113510 -1.224022 0.001019 0.000993
0.007700 0.059800 -2.113510 -1.223296 0.001017 0.000991
0.007700 0.059900 -2.113510 -1.222570 0.001016 0.000990
0.007700 0.060000 -2.113510 -1.221846 0.001014 0.000988
0.007700 0.060100 -2.113510 -1.221122 0.001012 0.000986
0.007700 0.060200 -2.113510 -1.220400 0.001011 0.000985
0.007700 0.060300 -2.113510 -1.219679 0.001009 0.000983
0.007700 0.060400 -2.113510 -1.218960 0.001007 0.000982
0.007700 0.060500 -2.113510 -1.218241 0.001006 0.000980
0.007700 0.060600 -2.113510 -1.217524 0.001004 0.000978
0.007700 0.060700 -2.113510 -1.216808 0.001002 0.000977
0.007700 0.060800 -2.113510 -1.216093 0.001001 0.000975
0.007800 0.060900 -2.107906 -1.215379 0.001025 0.000999
0.007800 0.061000 -2.107906 -1.214667 0.001023 0.000997
0.007800 0.061100 -2.107906 -1.213956 0.001021 0.000996
0.007800 0.061200 -2.107906 -1.213245 0.001020 0.000994
0.007800 0.061300 -2.107906 -1.212536 0.001018 0.000992
0.007800 0.061400 -2.107906 -1.211828 0.001016 0.000991
0.007800 0.061500 -2.107906 -1.211122 0.001015 0.000989
0.007800 0.061600 -2.107906 -1.210416 0.001013 0.000988
0.007800 0.061700 -2.107906 -1.209712 0.001011 0.000986
0.007800 0.061800 -2.107906 -1.209008 0.001010 0.000984
0.007800 0.061900 -2.107906 -1.208306 0.001008 0.000983
0.007800 0.062000 -2.107906 -1.207605 0.001007 0.000981
0.007800 0.062100 -2.107906 -1.206905 0.001005 0.000980
0.007800 0.062200 -2.107906 -1.206206 0.001003 0.000978
0.007800 0.062300 -2.107906 -1.205509 0.001002 0.000977
0.007800 0.062400 -2.107906 -1.204812 0.001000 0.000975
0.007900 0.062500 -2.102373 -1.204117 0.001024 0.000999
0.007900 0.062600 -2.102373 -1.203422 0.001022 0.000997
0.007900 0.062700 -2.102373 -1.202729 0.001021 0.000995
0.007900 0.062800 -2.102373 -1.202037 0.001019 0.000994
0.007900 0.062900 -2.102373 -1.201346 0.001017 0.000992
0.007900 0.063000 -2.102373 -1.200656 0.001016 0.000991
0.007900 0.063100 -2.102373 -1.199967 0.001014 0.000989
0.007900 0.063200 -2.102373 -1.199280 0.001013 0.000987
0.007900 0.063300 -2.102373 -1.198593 0.001011 0.000986
0.007900 0.063400 -2.102373 -1.197907 0.001009 0.000984
0.007900 0.063501 -2.102373 -1.197223 0.001008 0.000983
0.007900 0.063601 -2.102373 -1.196539 0.001006 0.000981
0.007900 0.063701 -2.102373 -1.195857 0.001005 0.000980
0.007900 0.063801 -2.102373 -1.195176 0.001003 0.000978
0.007900 0.063901 -2.102373 -1.194496 0.001002 0.000977
0.008000 0.064001 -2.096910 -1.193817 0.001025 0.001000
0.008000 0.064101 -2.096910 -1.193139 0.001024 0.000998
0.008000 0.064201 -2.096910 -1.192462 0.001022 0.000997
0.008000 0.064301 -2.096910 -1.191786 0.001020 0.000995
0.008000 0.064401 -2.096910 -1.191111 0.001019 0.000994
0.008000 0.064501 -2.096910 -1.190437 0.001017 0.000992
0.008000 0.064601 -2.096910 -1.189764 0.001016 0.000991
0.008000 0.064701 -2.096910 -1.189092 0.001014 0.000989
0.008000 0.064801 -2.096910 -1.188421 0.001012 0.000988
0.008000 0.064901 -2.096910 -1.187752 0.001011 0.000986
0.008000 0.065001 -2.096910 -1.187083 0.001009 0.000985
0.008000 0.065101 -2.096910 -1.186415 0.001008 0.000983
0.008000 0.065201 -2.096910 -1.185749 0.001006 0.000982
0.008000 0.065301 -2.096910 -1.185083 0.001005 0.000980
0.008000 0.065401 -2.096910 -1.184419 0.001003 0.000979
0.008000 0.065501 -2.096910 -1.183755 0.001002 0.000977
0.008000 0.065601 -2.096910 -1.183093 0.001000 0.000976
0.008100 0.065701 -2.091515 -1.182431 0.001023 0.000999
0.008100 0.065801 -2.091515 -1.181771 0.001022 0.000997
0.008100 0.065901 -2.091515 -1.181111 0.001020 0.000996
0.008100 0.066001 -2.091515 -1.180452 0.001019 0.000994
0.008100 0.066101 -2.091515 -1.179795 0.001017 0.000993
0.008100 0.066201 -2.091515 -1.179138 0.001016 0.000991
0.008100 0.066301 -2.091515 -1.178483 0.001014 0.000990
0.008100 0.066401 -2.091515 -1.177828 0.001013 0.000988
0.008100 0.066501 -2.091515 -1.177175 0.001011 0.000987
0.008100 0.066601 -2.091515 -1.176522 0.001010 0.000985
0.008100 0.066701 -2.091515 -1.175871 0.001008 0.000984
0.008100 0.066801 -2.091515 -1.175220 0.001007 0.000982
0.008100 0.066901 -2.091515 -1.174570 0.001005 0.000981
0.008100 0.067001 -2.091515 -1.173922 0.001004 0.000979
0.008100 0.067101 -2.091515 -1.173274 0.001002 0.000978
0.008100 0.067201 -2.091515 -1.172627 0.001001 0.000976
0.008200 0.067301 -2.086186 -1.171981 0.001024 0.000999
0.008200 0.067401 -2.086186 -1.171336 0.001022 0.000998
0.008200 0.067501 -2.086186 -1.170693 0.001021 0.000996
0.008200 0.067601 -2.086186 -1.170050 0.001019 0.000995
0.008200 0.067701 -2.086186 -1.169408 0.001018 0.000993
0.008200 0.067801 -2.086186 -1.168767 0.001016 0.000992
0.008200 0.067901 -2.086186 -1.168127 0.001015 0.000990
0.008200 0.068001 -2.086186 -1.167487 0.001013 0.000989
0.008200 0.068101 -2.086186 -1.166849 0.001012 0.000987
0.008200 0.068201 -2.086186 -1.166212 0.001010 0.000986
0.008200 0.068301 -2.086186 -1.165576 0.001009 0.000984
0.008200 0.068401 -2.086186 -1.164940 0.001007 0.000983
0.008200 0.068501 -2.086186 -1.164306 0.001006 0.000982
0.008200 0.068601 -2.086186 -1.163672 0.001004 0.000980
0.008200 0.068701 -2.086186 -1.163040 0.001003 0.000979
0.008200 0.068801 -2.086186 -1.162408 0.001001 0.000977
0.008300 0.068901 -2.080922 -1.161777 0.001024 0.001000
0.008300 0.069001 -2.080922 -1.161147 0.001023 0.000998
0.008300 0.069101 -2.080922 -1.160518 0.001021 0.000997
0.008300 0.069201 -2.080922 -1.159890 0.001020 0.000995
0.008300 0.069301 -2.080922 -1.159263 0.001018 0.000994
0.008300 0.069401 -2.080922 -1.158637 0.001017 0.000993
0.008300 0.069501 -2.080922 -1.158011 0.001015 0.000991
0.008300 0.069601 -2.080922 -1.157387 0.001014 0.000990
0.008300 0.069701 -2.080922 -1.156763 0.001012 0.000988
0.008300 0.069801 -2.080922 -1.156141 0.001011 0.000987
0.008300 0.069901 -2.080922 -1.155519 0.001009 0.000986
0.008300 0.070001 -2.080922 -1.154898 0.001008 0.000984
0.008300 0.070101 -2.080922 -1.154278 0.001007 0.000983
0.008300 0.070201 -2.080922 -1.153659 0.001005 0.000981
0.008300 0.070301 -2.080922 -1.153041 0.001004 0.000980
0.008300 0.070401 -2.080922 -1.152424 0.001002 0.000979
0.008300 0.070501 -2.080922 -1.151807 0.001001 0.000977
0.008400 0.070601 -2.075721 -1.151191 0.001023 0.000999
0.008400 0.070701 -2.075721 -1.150577 0.001022 0.000998
0.008400 0.070801 -2.075721 -1.149963 0.001020 0.000997
0.008400 0.070901 -2.075721 -1.149350 0.001019 0.000995
0.008400 0.071001 -2.075721 -1.148738 0.001018 0.000994
0.008400 0.071101 -2.075721 -1.148127 0.001016 0.000992
0.008400 0.071201 -2.075721 -1.147516 0.001015 0.000991
0.008400 0.071301 -2.075721 -1.146907 0.001013 0.000990
0.008400 0.071401 -2.075721 -1.146298 0.001012 0.000988
0.008400 0.071501 -2.075721 -1.145690 0.001010 0.000987
0.008400 0.071601 -2.075721 -1.145083 0.001009 0.000985
0.008400 0.071701 -2.075721 -1.144477 0.001008 0.000984
0.008400 0.071801 -2.075721 -1.143872 0.001006 0.000983
0.008400 0.071901 -2.075721 -1.143267 0.001005 0.000981
0.008400 0.072001 -2.075721 -1.142664 0.001003 0.000980
0.008400 0.072101 -2.075721 -1.142061 0.001002 0.000979
0.008400 0.072201 -2.075721 -1.141459 0.001001 0.000977
0.008500 0.072301 -2.070581 -1.140858 0.001023 0.000999
0.008500 0.072401 -2.070581 -1.140258 0.001021 0.000998
0.008500 0.072501 -2.070581 -1.139658 0.001020 0.000997
0.008500 0.072601 -2.070581 -1.139059 0.001019 0.000995
0.008500 0.072701 -2.070581 -1.138462 0.001017 0.000994
0.008500 0.072801 -2.070581 -1.137865 0.001016 0.000992
0.008500 0.072901 -2.070581 -1.137269 0.001014 0.000991
0.008500 0.073001 -2.070581 -1.136673 0.001013 0.000990
0.008500 0.073101 -2.070581 -1.136079 0.001012 0.000988
0.008500 0.073201 -2.070581 -1.135485 0.001010 0.000987
0.008500 0.073301 -2.070581 -1.134892 0.001009 0.000986
0.008500 0.073401 -2.070581 -1.134300 0.001008 0.000984
0.008500 0.073501 -2.070581 -1.133709 0.001006 0.000983
0.008500 0.073601 -2.070581 -1.133118 0.001005 0.000982
0.008500 0.073701 -2.070581 -1.132529 0.001003 0.000980
0.008500 0.073801 -2.070581 -1.131940 0.001002 0.000979
0.008500 0.073901 -2.070581 -1.131352 0.001001 0.000978
0.008600 0.074001 -2.065502 -1.130764 0.001023 0.000999
0.008600 0.074101 -2.065502 -1.130178 0.001021 0.000998
0.008600 0.074201 -2.065502 -1.129592 0.001020 0.000997
0.008600 0.074301 -2.065502 -1.129007 0.001019 0.000995
0.008600 0.074401 -2.065502 -1.128423 0.001017 0.000994
0.008600 0.074501 -2.065502 -1.127840 0.001016 0.000993
0.008600 0.074601 -2.065502 -1.127257 0.001015 0.000991
0.008600 0.074701 -2.065502 -1.126675 0.001013 0.000990
0.008600 0.074801 -2.065502 -1.126094 0.001012 0.000989
0.008600 0.074901 -2.065502 -1.125514 0.001011 0.000987
0.008600 0.075001 -2.065502 -1.124935 0.001009 0.000986
0.008600 0.075101 -2.065502 -1.124356 0.001008 0.000985
0.008600 0.075201 -2.065502 -1.123778 0.001006 0.000983
0.008600 0.075301 -2.065502 -1.123201 0.001005 0.000982
0.008600 0.075401 -2.065502 -1.122625 0.001004 0.000981
0.008600 0.075501 -2.065502 -1.122049 0.001002 0.000980
0.008600 0.075601 -2.065502 -1.121474 0.001001 0.000978
0.008700 0.075701 -2.060481 -1.120900 0.001023 0.001000
0.008700 0.075801 -2.060481 -1.120327 0.001022 0.000999
0.008700 0.075901 -2.060481 -1.119754 0.001020 0.000997
0.008700 0.076001 -2.060481 -1.119182 0.001019 0.000996
0.008700 0.076101 -2.060481 -1.118611 0.001018 0.000995
0.008700 0.076201 -2.060481 -1.118041 0.001016 0.000993
0.008700 0.076301 -2.060481 -1.117471 0.001015 0.000992
0.008700 0.076401 -2.060481 -1.116903 0.001014 0.000991
0.008700 0.076501 -2.060481 -1.116334 0.001012 0.000989
0.008700 0.076601 -2.060481 -1.115767 0.001011 0.000988
0.008700 0.076701 -2.060481 -1.115201 0.001010 0.000987
0.008700 0.076801 -2.060481 -1.114635 0.001008 0.000986
0.008700 0.076901 -2.060481 -1.114070 0.001007 0.000984
0.008700 0.077001 -2.060481 -1.113505 0.001006 0.000983
0.008700 0.077101 -2.060481 -1.112942 0.001004 0.000982
0.008700 0.077201 -2.060481 -1.112379 0.001003 0.000980
0.008700 0.077301 -2.060481 -1.111816 0.001002 0.000979
0.008700 0.077401 -2.060481 -1.111255 0.001000 0.000978
0.008800 0.077501 -2.055518 -1.110694 0.001022 0.000999
0.008800 0.077601 -2.055518 -1.110134 0.001021 0.000998
0.008800 0.077701 -2.055518 -1.109575 0.001019 0.000997
0.008800 0.077801 -2.055518 -1.109016 0.001018 0.000995
0.008800 0.077901 -2.055518 -1.108458 0.001017 0.000994
0.008800 0.078001 -2.055518 -1.107901 0.001015 0.000993
0.008800 0.078101 -2.055518 -1.107345 0.001014 0.000992
0.008800 0.078201 -2.055518 -1.106789 0.001013 0.000990
0.008800 0.078301 -2.055518 -1.106234 0.001012 0.000989
0.008800 0.078401 -2.055518 -1.105680 0.001010 0.000988
0.008800 0.078501 -2.055518 -1.105126 0.001009 0.000986
0.008800 0.078601 -2.055518 -1.104573 0.001008 0.000985
0.008800 0.078701 -2.055518 -1.104021 0.001006 0.000984
0.008800 0.078801 -2.055518 -1.103470 0.001005 0.000983
0.008800 0.078901 -2.055518 -1.102919 0.001004 0.000981
0.008800 0.079001 -2.055518 -1.102369 0.001003 0.000980
0.008800 0.079101 -2.055518 -1.101819 0.001001 0.000979
0.008800 0.079201 -2.055518 -1.101271 0.001000 0.000978
0.008900 0.079301 -2.050610 -1.100723 0.001021 0.000999
0.008900 0.079401 -2.050610 -1.100175 0.001020 0.000998
0.008900 0.079501 -2.050610 -1.099629 0.001019 0.000996
0.008900 0.079601 -2.050610 -1.099083 0.001018 0.000995
0.008900 0.079701 -2.050610 -1.098537 0.001016 0.000994
0.008900 0.079801 -2.050610 -1.097993 0.001015 0.000993
0.008900 0.079901 -2.050610 -1.097449 0.001014 0.000991
0.008900 0.080001 -2.050610 -1.096906 0.001012 0.000990
0.008900 0.080101 -2.050610 -1.096363 0.001011 0.000989
0.008900 0.080201 -2.050610 -1.095821 0.001010 0.000988
0.008900 0.080301 -2.050610 -1.095280 0.001009 0.000986
0.008900 0.080401 -2.050610 -1.094740 0.001007 0.000985
0.008900 0.080501 -2.050610 -1.094200 0.001006 0.000984
0.008900 0.080601 -2.050610 -1.093661 0.001005 0.000983
0.008900 0.080701 -2.050610 -1.093122 0.001004 0.000981
0.008900 0.080801 -2.050610 -1.092584 0.001002 0.000980
0.008900 0.080901 -2.050610 -1.092047 0.001001 0.000979
0.009000 0.081001 -2.045758 -1.091511 0.001022 0.001000
0.009000 0.081101 -2.045758 -1.090975 0.001021 0.000999
0.009000 0.081201 -2.045758 -1.090440 0.001020 0.000997
0.009000 0.081301 -2.045758 -1.089905 0.001019 0.000996
0.009000 0.081401 -2.045758 -1.089371 0.001017 0.000995
0.009000 0.081501 -2.045758 -1.088838 0.001016 0.000994
0.009000 0.081601 -2.045758 -1.088306 0.001015 0.000993
0.009000 0.081701 -2.045758 -1.087774 0.001014 0.000991
0.009000 0.081801 -2.045758 -1.087242 0.001012 0.000990
0.009000 0.081901 -2.045758 -1.086712 0.001011 0.000989
0.009000 0.082001 -2.045758 -1.086182 0.001010 0.000988
0.009000 0.082101 -2.045758 -1.085653 0.001009 0.000987
0.009000 0.082201 -2.045758 -1.085124 0.001007 0.000985
0.009000 0.082301 -2.045758 -1.084596 0.001006 0.000984
0.009000 0.082401 -2.045758 -1.084068 0.001005 0.000983
0.009000 0.082501 -2.045758 -1.083542 0.001004 0.000982
0.009000 0.082601 -2.045758 -1.083016 0.001003 0.000981
0.009000 0.082701 -2.045758 -1.082490 0.001001 0.000979
0.009000 0.082801 -2.045758 -1.081965 0.001000 0.000978
0.009100 0.082901 -2.040959 -1.081441 0.001021 0.000999
0.009100 0.083001 -2.040959 -1.080918 0.001020 0.000998
0.009100 0.083101 -2.040959 -1.080395 0.001018 0.000996
0.009100 0.083201 -2.040959 -1.079872 0.001017 0.000995
0.009100 0.083301 -2.040959 -1.079351 0.001016 0.000994
0.009100 0.083401 -2.040959 -1.078830 0.001015 0.000993
0.009100 0.083501 -2.040959 -1.078309 0.001014 0.000992
0.009100 0.083601 -2.040959 -1.077789 0.001012 0.000991
0.009100 0.083701 -2.040959 -1.077270 0.001011 0.000989
0.009100 0.083801 -2.040959 -1.076752 0.001010 0.000988
0.009100 0.083901 -2.040959 -1.076234 0.001009 0.000987
0.009100 0.084001 -2.040959 -1.075716 0.001008 0.000986
0.009100 0.084101 -2.040959 -1.075200 0.001006 0.000985
0.009100 0.084201 -2.040959 -1.074684 0.001005 0.000983
0.009100 0.084301 -2.040959 -1.074168 0.001004 0.000982
0.009100 0.084401 -2.040959 -1.073653 0.001003 0.000981
0.009100 0.084501 -2.040959 -1.073139 0.001002 0.000980
0.009100 0.084601 -2.040959 -1.072625 0.001000 0.000979
0.009200 0.084701 -2.036213 -1.072112 0.001021 0.000999
0.009200 0.084801 -2.036213 -1.071600 0.001020 0.000998
0.009200 0.084901 -2.036213 -1.071088 0.001019 0.000997
0.009200 0.085001 -2.036213 -1.070577 0.001017 0.000996
0.009200 0.085101 -2.036213 -1.070066 0.001016 0.000995
0.009200 0.085201 -2.036213 -1.069556 0.001015 0.000993
0.009200 0.085301 -2.036213 -1.069047 0.001014 0.000992
0.009200 0.085401 -2.036213 -1.068538 0.001013 0.000991
0.009200 0.085501 -2.036213 -1.068029 0.001012 0.000990
