#rbin[i] Nr[i] lbin[i] Nl[i]
 0.000000 0.000000 0.000000 0.000070 
 0.000030 0.000000 0.000030 0.000180 
 0.000060 0.000000 0.000060 0.000272 
 0.000090 0.000000 0.000090 0.000382 
 0.000120 0.000000 0.000120 0.000520 
 0.000150 0.000000 0.000150 0.000598 
 0.000180 0.000000 0.000180 0.000616 
 0.000210 0.000000 0.000210 0.000826 
 0.000240 0.000000 0.000240 0.000834 
 0.000270 0.000000 0.000270 0.000888 
 0.000300 0.000000 0.000300 0.000910 
 0.000330 0.000000 0.000330 0.001048 
 0.000360 0.000000 0.000360 0.001104 
 0.000390 0.000000 0.000390 0.001082 
 0.000420 0.000000 0.000420 0.001146 
 0.000450 0.000000 0.000450 0.001168 
 0.000480 0.000000 0.000480 0.001232 
 0.000510 0.000000 0.000510 0.001270 
 0.000540 0.000000 0.000540 0.001170 
 0.000570 0.000000 0.000570 0.001306 
 0.000600 0.000000 0.000600 0.001208 
 0.000630 0.000000 0.000630 0.001264 
 0.000660 0.000000 0.000660 0.001260 
 0.000690 0.000000 0.000690 0.001254 
 0.000720 0.000000 0.000720 0.001190 
 0.000750 0.000000 0.000750 0.001220 
 0.000780 0.000000 0.000780 0.001206 
 0.000810 0.000000 0.000810 0.001170 
 0.000840 0.000000 0.000840 0.001104 
 0.000870 0.000000 0.000870 0.001168 
 0.000900 0.000000 0.000900 0.001042 
 0.000930 0.000000 0.000930 0.001130 
 0.000960 0.000000 0.000960 0.000994 
 0.000990 0.000002 0.000990 0.001070 
 0.001020 0.000000 0.001020 0.001006 
 0.001050 0.000002 0.001050 0.000918 
 0.001080 0.000000 0.001080 0.000948 
 0.001110 0.000000 0.001110 0.000864 
 0.001140 0.000000 0.001140 0.000856 
 0.001170 0.000000 0.001170 0.000890 
 0.001200 0.000000 0.001200 0.000824 
 0.001230 0.000000 0.001230 0.000834 
 0.001260 0.000000 0.001260 0.000802 
 0.001290 0.000000 0.001290 0.000820 
 0.001320 0.000000 0.001320 0.000756 
 0.001350 0.000000 0.001350 0.000764 
 0.001380 0.000000 0.001380 0.000702 
 0.001410 0.000000 0.001410 0.000714 
 0.001440 0.000002 0.001440 0.000724 
 0.001470 0.000000 0.001470 0.000690 
 0.001500 0.000000 0.001500 0.000642 
 0.001530 0.000000 0.001530 0.000682 
 0.001560 0.000000 0.001560 0.000622 
 0.001590 0.000000 0.001590 0.000640 
 0.001620 0.000000 0.001620 0.000574 
 0.001650 0.000002 0.001650 0.000594 
 0.001680 0.000002 0.001680 0.000620 
 0.001710 0.000002 0.001710 0.000582 
 0.001740 0.000002 0.001740 0.000600 
 0.001770 0.000002 0.001770 0.000562 
 0.001800 0.000004 0.001800 0.000582 
 0.001830 0.000002 0.001830 0.000566 
 0.001860 0.000004 0.001860 0.000542 
 0.001890 0.000002 0.001890 0.000558 
 0.001920 0.000002 0.001920 0.000576 
 0.001950 0.000000 0.001950 0.000524 
 0.001980 0.000002 0.001980 0.000518 
 0.002010 0.000002 0.002010 0.000538 
 0.002040 0.000006 0.002040 0.000518 
 0.002070 0.000008 0.002070 0.000516 
 0.002100 0.000008 0.002100 0.000480 
 0.002130 0.000008 0.002130 0.000524 
 0.002160 0.000000 0.002160 0.000528 
 0.002190 0.000002 0.002190 0.000482 
 0.002220 0.000008 0.002220 0.000498 
 0.002250 0.000006 0.002250 0.000502 
 0.002280 0.000000 0.002280 0.000514 
 0.002310 0.000004 0.002310 0.000466 
 0.002340 0.000002 0.002340 0.000502 
 0.002370 0.000000 0.002370 0.000522 
 0.002400 0.000006 0.002400 0.000490 
 0.002430 0.000004 0.002430 0.000516 
 0.002460 0.000008 0.002460 0.000494 
 0.002490 0.000004 0.002490 0.000480 
 0.002520 0.000024 0.002520 0.000514 
 0.002550 0.000024 0.002550 0.000502 
 0.002580 0.000018 0.002580 0.000546 
 0.002610 0.000032 0.002610 0.000462 
 0.002640 0.000022 0.002640 0.000496 
 0.002670 0.000022 0.002670 0.000538 
 0.002700 0.000028 0.002700 0.000560 
 0.002730 0.000016 0.002730 0.000514 
 0.002760 0.000026 0.002760 0.000478 
 0.002790 0.000028 0.002790 0.000530 
 0.002820 0.000026 0.002820 0.000460 
 0.002850 0.000028 0.002850 0.000540 
 0.002880 0.000048 0.002880 0.000490 
 0.002910 0.000050 0.002910 0.000480 
 0.002940 0.000066 0.002940 0.000508 
 0.002970 0.000042 0.002970 0.000480 
 0.003000 0.000036 0.003000 0.000448 
 0.003030 0.000050 0.003030 0.000566 
 0.003060 0.000052 0.003060 0.000522 
 0.003090 0.000044 0.003090 0.000480 
 0.003120 0.000036 0.003120 0.000474 
 0.003150 0.000052 0.003150 0.000472 
 0.003180 0.000034 0.003180 0.000476 
 0.003210 0.000048 0.003210 0.000480 
 0.003240 0.000056 0.003240 0.000514 
 0.003270 0.000040 0.003270 0.000490 
 0.003300 0.000040 0.003300 0.000478 
 0.003330 0.000044 0.003330 0.000506 
 0.003360 0.000038 0.003360 0.000448 
 0.003390 0.000032 0.003390 0.000490 
 0.003420 0.000022 0.003420 0.000418 
 0.003450 0.000018 0.003450 0.000530 
 0.003480 0.000042 0.003480 0.000530 
 0.003510 0.000040 0.003510 0.000464 
 0.003540 0.000048 0.003540 0.000540 
 0.003570 0.000032 0.003570 0.000438 
 0.003600 0.000024 0.003600 0.000514 
 0.003630 0.000032 0.003630 0.000540 
 0.003660 0.000038 0.003660 0.000506 
 0.003690 0.000038 0.003690 0.000504 
 0.003720 0.000042 0.003720 0.000526 
 0.003750 0.000038 0.003750 0.000486 
 0.003780 0.000058 0.003780 0.000488 
 0.003810 0.000042 0.003810 0.000536 
 0.003840 0.000026 0.003840 0.000538 
 0.003870 0.000060 0.003870 0.000510 
 0.003900 0.000046 0.003900 0.000562 
 0.003930 0.000050 0.003930 0.000538 
 0.003960 0.000076 0.003960 0.000598 
 0.003990 0.000066 0.003990 0.000598 
 0.004020 0.000058 0.004020 0.000592 
 0.004050 0.000058 0.004050 0.000660 
 0.004080 0.000084 0.004080 0.000596 
 0.004110 0.000066 0.004110 0.000630 
 0.004140 0.000064 0.004140 0.000686 
 0.004170 0.000062 0.004170 0.000678 
 0.004200 0.000056 0.004200 0.000696 
 0.004230 0.000066 0.004230 0.000774 
